CCAA;Tipo de jornada;Tiempo de trabajo;Periodo;Total
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2005T4;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2005T3;0,2
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2005T2;0,2
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2005T1;0,2
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2004T4;0,2
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2004T3;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2004T2;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2004T1;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2003T4;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2003T3;0,2
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2003T2;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2003T1;0,2
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2002T4;0,2
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2002T3;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2002T2;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2002T1;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2001T4;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2001T3;0
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2001T2;0
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2001T1;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2000T4;0
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2000T3;0,1
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2000T2;0
02 Aragón;Jornada a tiempo parcial;Horas extras por trabajador;2000T1;0
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2007T4;154,7
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2007T3;154,7
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2007T2;153,4
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2007T1;153
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2006T4;155
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2006T3;155,2
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2006T2;154
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2006T1;154
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2005T4;154,4
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2005T3;154,8
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2005T2;154,5
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2005T1;154,2
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2004T4;156,7
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2004T3;155,7
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2004T2;155,8
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2004T1;156,3
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2003T4;157,1
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2003T3;156,7
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2003T2;155,9
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2003T1;156,4
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2002T4;158,3
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2002T3;158,3
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2002T2;157,2
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2002T1;156,5
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2001T4;158,7
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2001T3;158,5
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2001T2;157,6
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2001T1;157,5
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2000T4;158,9
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2000T3;158,1
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2000T2;157,6
03 Asturias, Principado de;Ambas jornadas;Horas pactadas;2000T1;157,6
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2007T4;155,2
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2007T3;155,2
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2007T2;153,6
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2007T1;153,6
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2006T4;155,8
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2006T3;155,9
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2006T2;154,7
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2006T1;154,4
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2005T4;154,7
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2005T3;155,4
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2005T2;155,3
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2005T1;154,9
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2004T4;157,4
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2004T3;156,3
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2004T2;156,4
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2004T1;156,9
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2003T4;157,8
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2003T3;157,4
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2003T2;156,2
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2003T1;157
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2002T4;159,1
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2002T3;159,1
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2002T2;157,6
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2002T1;157,2
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2001T4;159,5
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2001T3;159,3
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2001T2;158,4
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2001T1;158,1
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2000T4;159,7
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2000T3;159
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2000T2;158,6
03 Asturias, Principado de;Ambas jornadas;Horas pagadas;2000T1;158,3
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2007T4;130,7
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2007T3;125
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2007T2;134,1
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2007T1;138,7
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2006T4;131,1
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2006T3;126,1
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2006T2;134,4
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2006T1;137
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2005T4;130,2
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2005T3;126,1
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2005T2;140,5
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2005T1;134,7
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2004T4;133,4
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2004T3;125,5
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2004T2;137,5
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2004T1;140,9
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2003T4;135,2
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2003T3;127
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2003T2;134,6
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2003T1;140,3
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2002T4;136,2
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2002T3;126,3
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2002T2;141,9
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2002T1;136,8
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2001T4;136,3
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2001T3;128
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2001T2;138,3
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2001T1;144,3
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2000T4;137,5
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2000T3;125,6
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2000T2;139
03 Asturias, Principado de;Ambas jornadas;Horas efectivas;2000T1;143,3
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2007T4;24,7
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2007T3;30,3
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2007T2;20
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2007T1;15
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2006T4;24,8
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2006T3;29,9
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2006T2;20,3
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2006T1;17,7
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2005T4;24,9
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2005T3;29,5
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2005T2;14,8
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2005T1;20,2
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2004T4;24,1
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2004T3;31
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2004T2;19,1
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2004T1;16
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2003T4;22,7
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2003T3;30,5
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2003T2;22
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2003T1;16,8
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2002T4;23,1
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2002T3;32,9
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2002T2;16,3
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2002T1;20,5
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2001T4;23,3
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2001T3;31,4
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2001T2;20,3
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2001T1;14
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2000T4;22,5
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2000T3;33,7
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2000T2;19,8
03 Asturias, Principado de;Ambas jornadas;Horas no trabajadas;2000T1;15,5
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2007T4;0,6
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2007T3;0,6
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2007T2;0,6
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2007T1;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2006T4;0,9
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2006T3;0,8
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2006T2;0,8
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2006T1;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2005T4;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2005T3;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2005T2;0,8
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2005T1;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2004T4;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2004T3;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2004T2;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2004T1;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2003T4;0,8
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2003T3;0,8
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2003T2;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2003T1;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2002T4;0,9
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2002T3;0,9
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2002T2;0,9
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2002T1;0,8
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2001T4;0,9
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2001T3;0,9
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2001T2;0,9
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2001T1;0,7
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2000T4;1
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2000T3;1,1
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2000T2;1,1
03 Asturias, Principado de;Ambas jornadas;Horas extras por trabajador;2000T1;1,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2007T4;166,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2007T3;165,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2007T2;166
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2007T1;166,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2006T4;167
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2006T3;166
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2006T2;166,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2006T1;166,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2005T4;168,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2005T3;167,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2005T2;167,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2005T1;167,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2004T4;167,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2004T3;167
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2004T2;167,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2004T1;167,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2003T4;168,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2003T3;167,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2003T2;167,6
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2003T1;167,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2002T4;169
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2002T3;168
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2002T2;168,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2002T1;168,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2001T4;170
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2001T3;168,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2001T2;168,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2001T1;168,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2000T4;170,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2000T3;168,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2000T2;169
03 Asturias, Principado de;Jornada a tiempo completo;Horas pactadas;2000T1;169,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2007T4;167,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2007T3;166,4
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2007T2;166,4
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2007T1;166,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2006T4;168
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2006T3;166,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2006T2;167,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2006T1;166,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2005T4;168,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2005T3;167,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2005T2;168,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2005T1;168,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2004T4;168,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2004T3;167,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2004T2;168,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2004T1;168,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2003T4;169,4
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2003T3;168,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2003T2;168
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2003T1;168,6
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2002T4;169,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2002T3;168,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2002T2;168,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2002T1;169
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2001T4;170,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2001T3;169,6
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2001T2;169,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2001T1;169,6
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2000T4;171,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2000T3;169,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2000T2;170,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas pagadas;2000T1;169,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2007T4;140,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2007T3;133,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2007T2;144,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2007T1;150,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2006T4;140,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2006T3;134,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2006T2;144,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2006T1;147,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2005T4;141,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2005T3;135,6
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2005T2;151,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2005T1;145,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2004T4;142,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2004T3;133,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2004T2;147,4
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2004T1;150,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2003T4;144,6
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2003T3;135,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2003T2;144,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2003T1;150,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2002T4;144,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2002T3;133,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2002T2;151,6
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2002T1;146,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2001T4;145,6
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2001T3;136,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2001T2;148,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2001T1;154,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2000T4;146,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2000T3;133,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2000T2;148,6
03 Asturias, Principado de;Jornada a tiempo completo;Horas efectivas;2000T1;153,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2007T4;26,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2007T3;32,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2007T2;22
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2007T1;16,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2006T4;27,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2006T3;32,4
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2006T2;22,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2006T1;19,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2005T4;27,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2005T3;32,4
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2005T2;16,4
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2005T1;22,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2004T4;26,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2004T3;34
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2004T2;20,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2004T1;17,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2003T4;24,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2003T3;33,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2003T2;24,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2003T1;18,4
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2002T4;25,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2002T3;35,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2002T2;17,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2002T1;22,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2001T4;25,5
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2001T3;33,6
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2001T2;22
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2001T1;15,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2000T4;24,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2000T3;36,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2000T2;21,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas no trabajadas;2000T1;17,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2007T4;0,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2007T3;0,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2007T2;0,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2007T1;0,7
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2006T4;1
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2006T3;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2006T2;0,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2006T1;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2005T4;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2005T3;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2005T2;0,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2005T1;0,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2004T4;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2004T3;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2004T2;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2004T1;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2003T4;0,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2003T3;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2003T2;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2003T1;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2002T4;1
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2002T3;1
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2002T2;1
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2002T1;0,9
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2001T4;1
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2001T3;1
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2001T2;1,1
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2001T1;0,8
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2000T4;1,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2000T3;1,2
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2000T2;1,3
03 Asturias, Principado de;Jornada a tiempo completo;Horas extras por trabajador;2000T1;1,2
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2007T4;79,4
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2007T3;82,9
03 Asturias, Principado de;Jornada a tiempo parcial;Horas pactadas;2007T2;77,4
